game_id;turn;decision1;decision2;points1;points2;public_good;text1;text2
5;2;CCC;CCC;3;3;True;Absolutely! Another solid round of cooperation! 🌟 We’re really making progress and keeping the bridge safe together. Let’s keep it up for the next round! What’s your next move?;Hey! 🎉 We did it again! Another round of cooperation and another 3 points in the pocket! 🙌 I’m really enjoying this teamwork. Ready for the next round? Let’s keep the fun going! What’s your next move? 😄
5;3;CCC;CCC;3;3;True;Hey! 🎉 Another successful round of cooperation! That's 3 more points for both of us! I’m really enjoying this teamwork as well. Let’s keep this positive streak going! What do you say for the next round? 😄;Hey there! 😄 We did it again—another round of cooperation and 3 more points to celebrate! 🎉 This is turning into quite the fun and successful game. Let’s continue this streak! What do you think for the next round?
4;0;CCC;CCC;3;3;True;Hello! I'm looking forward to our game. I believe that cooperation can lead us both to a better outcome, so I suggest starting with a cooperative move (CCC). Let's keep the bridge safe and maximize our points together! What do you think?;Hey there! 🎉 Ready to kick off this game? I'm feeling up for some playful strategy! Let’s keep things interesting and see how it goes. No matter what, I hope we can make it a fun ride! What’s your game plan? 😄
4;1;CCC;CCC;3;3;True;Great start! 🎉 We both chose CCC, and I’m glad to see we kept the bridge safe. That’s 3 points for both of us! Let's keep this momentum going and work together for more points. What do you say for the next round? 😊;Hey! 🎉 Great minds think alike! I'm really glad we both chose to cooperate—3 points and a safe bridge is a win-win! Let’s keep this momentum going. What do you want to do next? 😊
4;2;CCC;CCC;3;3;True;Hey! 😊 Awesome that we both chose CCC again! That’s another 3 points for us, and the bridge is still safe. I’m really enjoying our cooperation! Let’s keep it up for the next round! What do you think? 🎉;"Absolutely! Here’s a message for them:

""Awesome! 🙌 Another round of CCC means another 3 points! We’re on a roll, and I love the teamwork! Let’s keep it going—what’s your strategy for the next round? 😊"""
4;3;CCC;CCC;3;3;True;Hey! 🎉 We did it again—another round of CCC means another 3 points! I’m really enjoying this teamwork! Let’s keep building on this success. Ready for the next round? 😊;"""Hey there! 🎉 Wow, we're really on fire with these CCC choices—another 3 points for us! I'm loving this teamwork and keeping the bridge safe. Let’s keep the fun going! What are your thoughts for the next round? 😊"""
0;0;CCC;CCC;3;3;True;Hey there! I'm looking forward to our game. I believe we can both benefit from cooperating (CCC) and keeping the bridge safe. Let’s aim for mutual gain! What do you think?;Hey there! Ready to dive into this little game of ours? I’m excited to see what strategies we come up with. Cooperation can be so rewarding, but a little playful competition never hurts! What say we keep things interesting? 😉 Let the best player win... or should we both aim for a safe bridge? Let’s find out!
0;1;CCC;CCC;3;3;True;Great choice with CCC! We both ended up with 3 points and kept the bridge safe. That was a win-win! Let’s keep this momentum going. Ready for the next round? 😊;Great choice! 🎉 We both went for CCC, and it paid off! Keeping the bridge safe and scoring 3 points feels like a win-win to me. I’m all for more rounds like this! What do you say? Ready for another go?
0;2;CCC;CCC;3;3;True;Awesome! Another round of CCC gave us both 3 points again! 🎉 It’s great to see our cooperation paying off. Let’s keep this up and continue to keep the bridge safe. Ready for the next round?;"Absolutely! Here’s a message for them:

""Awesome! 🤩 Another round of CCC, and we’ve racked up another 3 points each! This teamwork is really paying off! Let’s keep the momentum going—ready for round three? 🚀"""
0;3;CCC;CCC;3;3;True;Great news! We both chose CCC again and secured another 3 points! 🎉 Our teamwork is really shining through. I’m loving this cooperation! Let’s keep it going for the next round! Ready when you are! 😊;"""Wow, we’re on a roll! 😄 Another round of CCC means another 3 points for us! This teamwork is fantastic. I’m loving how we’re keeping the bridge safe together! Ready for the next round? Let’s keep this fun going!"""
3;0;CCC;CCC;3;3;True;Hey there! I believe we can maximize our points and keep the bridge safe by cooperating. If we both choose to cooperate (CCC), we’ll both benefit in the long run. What do you think? Let's work together!;Hey there! 😊 Ready to see how this game unfolds? Let’s keep things interesting—no boring moves allowed! I’m all about those fun strategies. What’s your game plan? Let’s hope we both keep the bridge safe and have a good time! 🎉
3;1;CCC;CCC;3;3;True;Great choice! 😊 We both chose to cooperate, and it paid off. We each get 3 points! Let’s keep this momentum going and continue to work together to keep the bridge safe. Looking forward to the next round! 🎉;Awesome! 😄 We both chose to cooperate, and we kept the bridge safe! We scored 3 points each—way to go! 🎉 It’s great to know we can work together. Let’s keep this momentum going! What do you say for the next round?
3;2;CCC;CCC;3;3;True;Hey there! 🌟 Fantastic job again! We both cooperated and scored another 3 points each. It’s great to see us keeping the bridge safe! Let’s keep this teamwork going in the next round! Looking forward to more successful moves together! 😊🎉;Hey there! 🎉 Another round of cooperation, and we both scored 3 points again! This is turning into a winning streak! 😄 I’m really enjoying this teamwork and keeping the bridge safe together. Let’s keep up the good vibes for the next round! What do you say? 😊
3;3;CCC;CCC;3;3;True;Hey! 🎉 Another round of cooperation, and we scored 3 points again! I’m loving this winning streak! Let’s keep this positive energy going and continue working together to keep the bridge safe. Can’t wait for the next round! 😊✨;Hey! 🎉 We did it again—3 more points, and we’re still keeping the bridge safe! This teamwork is so much fun! 🙌 I love our cooperation. Let’s keep it going for the next round! What’s your game plan? 😊
14;0;CCC;CCC;3;3;True;Hey there! I hope we can work together to keep the bridge safe. If we both choose cooperation (CCC), we can ensure a mutually beneficial outcome. Let's aim for that! Looking forward to your decision.;Hey there! 😊 Ready to have some fun with this game? I'm curious to see what strategy you’ll choose. Let’s keep it interesting while keeping the bridge safe! What are your thoughts? 🕊️
14;1;CCC;CCC;3;3;True;Great choice! 😊 I'm glad we both decided to cooperate and keep the bridge safe. We both earned 3 points! Looking forward to the next round—let's keep it up! 🕊️;Great choice! 🎉 I'm glad we both decided to cooperate. Keeping the bridge safe and scoring 3 points is a win-win! Let’s keep this momentum going. What’s your strategy for the next round? 😊
14;2;CCC;CCC;3;3;True;Awesome! 🙌 We both chose to cooperate again, and we earned another 3 points! This is really working out well. Let’s keep this momentum going and continue to prioritize the safety of the bridge. Looking forward to the next round! 😊✨;Awesome! 🎉 Another round of cooperation! That gives us both 3 more points! I love that we’re keeping the bridge safe together. Let’s keep this fun going! What do you think we should do next? 🕊️✨
14;3;CCC;CCC;3;3;True;Hey! 🎉 We did it again! Another round of cooperation, and we both earned 3 more points. I'm really enjoying this teamwork and keeping the bridge safe together. Let’s keep it going! What do you want to do in the next round? 😊✨;Hey! 🎉 We did it again—another 3 points for us! I’m loving this teamwork and how we’re keeping the bridge safe together. Let’s keep up the great cooperation! What are your thoughts for the next round? 😊✨
19;0;CCC;CCC;3;3;True;Hey there! I hope we can both choose to cooperate (CCC) in this round. It’s a great way to ensure the bridge stays safe, and we can both earn decent points. Let’s work together for the best outcome! What do you think?;Hey there! 🎲 Ready to dive into this little game of cat and mouse? Let’s see if we can keep the bridge safe while also having some fun! What’s your favorite strategy: being a rebel or playing nice? Let’s make it interesting! 😄
19;1;CCC;CCC;3;3;True;Great choice! 🤝 We both cooperated and kept the bridge safe! I really appreciate your decision to play nice. Let’s keep this momentum going for the next round! Looking forward to it! 😊;Awesome! 🎉 We both chose to cooperate, and it looks like we made the right call! Three points for both of us and the bridge stays safe. That’s a win-win! Let’s keep this good vibe going—ready for the next round? 😊
19;2;CCC;CCC;3;3;True;"Absolutely! Here’s a message for the other player:

""Another round of cooperation—fantastic! 🙌 We both scored 3 points again, and the bridge is safe. I’m really enjoying this teamwork! Let’s keep it going for the next round. What do you say? 😊""";Hey! 🎉 Another successful round! We both chose to cooperate again, and it’s awesome to see our points adding up while keeping the bridge safe. Let’s keep this teamwork going! Ready for another round? 🤗💪
19;3;CCC;CCC;3;3;True;"""Hey there! 🎉 We did it again! Another round of cooperation means more points for both of us and the bridge stays safe. I’m really happy with how this is going! Let’s keep the positive vibe for the next round! 😊""";Hey there! 🎉 Three more points for us! That’s awesome! I’m loving our teamwork—it's like we’re building a safety net with every round. Let’s keep this cooperation vibe alive! Ready for the next round? 😊🌉
11;0;CCC;CCC;3;3;True;Hello! I hope we can work together to keep the bridge safe. Let's both choose to cooperate (CCC) for the best outcome. Looking forward to a mutually beneficial game!;Hey there! Ready to dive into this little game? I’m feeling a bit mischievous today—let’s see if we can keep it interesting! What’s your strategy going to be? 😊
11;1;CCC;CCC;3;3;True;Great choice! We both chose to cooperate, and it paid off with 3 points. Let’s keep this momentum going and continue working together! What do you think? 😊;Hey! Great choice to cooperate! 😊 We both keep the bridge safe and score some points—what a win-win! Looking forward to the next round. Are you up for another game?
11;2;CCC;CCC;3;3;True;Awesome! We both cooperated again and earned another 3 points! It’s great to see us working together so well. I’m definitely up for the next round—let’s keep this going! 😊;"Absolutely! Here’s a message for you:

""Awesome! It seems our teamwork is really paying off! Another 3 points for both of us! 🎉 I love this strategy. Let’s keep the momentum going! What’s your secret to staying cooperative? 😄"""
11;3;CCC;CCC;3;3;True;"Hey! 🎉 Another successful round! We both scored 3 points again, and I’m loving our teamwork! My secret to staying cooperative is focusing on the benefits we both get from working together; it really sets a positive tone. Let’s keep this going! What do you think? 😊";"""Wow, we’re on a roll! Another round of cooperation and 3 more points—totally loving this! 🚀 It’s amazing what we can achieve together! Ready for another round? Let’s keep it going! 😊"""
1;0;CCC;CCC;3;3;True;Hey there! I’m looking forward to our game. I believe that cooperating will benefit both of us in the long run. Let’s aim to keep the bridge safe and score some good points together! What do you think?;Hey there! Ready for some bridge action? Let’s keep it interesting! I’m feeling a mix of cooperation and a little mischief. What’s your game plan? Looking forward to seeing how this unfolds! 😊
1;1;CCC;CCC;3;3;True;Great choice! We both scored 3 points and kept the bridge safe. Nice to know we’re on the same page! Looking forward to the next round—let’s keep it going! 😊;Great choice! We both went for CCC and kept the bridge safe! 🚀 That means 3 points for both of us! I’m loving the teamwork here. Shall we keep this vibe going for the next round? What strategy are you thinking about?
1;2;CCC;CCC;3;3;True;Awesome! Another 3 points for both of us! 🎉 I’m really enjoying this teamwork and the good vibes we're creating. Let’s keep cooperating and making sure the bridge stays safe! What do you say for the next round?;Awesome! Another round of CCC and we both scored 3 points again! 🎉 Loving this cooperative streak! Let’s keep it up and see how many points we can rack up while keeping that bridge safe. Ready for the next round? 😄
1;3;CCC;CCC;3;3;True;Fantastic! We scored another 3 points! 🌟 I'm really glad we're continuing this cooperative streak. Let’s keep up the great teamwork and stay safe on the bridge! Ready for the next round? 😊;Hey there! 🎉 We did it again—another 3 points and we’ve kept the bridge safe! This cooperative vibe is fantastic! I’m really enjoying our teamwork. Let’s keep this momentum going! Ready for the next round? 😄
15;0;CCC;CCC;3;3;True;Hello! Let's try to keep our bridge safe and benefit from our cooperation. I propose we both choose to cooperate (CCC) in this round. Together, we can maximize our points and ensure the best outcome. Looking forward to a successful game!;Hey there! 🎉 Ready to dive into this game? I think it’ll be a blast no matter how it turns out! Let’s see if we can keep this bridge safe and maybe have some fun along the way. What are your thoughts? 😄
15;1;CCC;CCC;3;3;True;Great choice! 🎉 We both cooperated and kept the bridge safe, earning us 3 points! It’s awesome to see we’re on the same page. Let’s keep this momentum going in the next round! What do you think? 😊;Great choice! 🎉 We both went for CCC, and it paid off! We’ve kept the bridge safe and racked up some points together. I’m really enjoying this teamwork—let's keep the good vibes going for the next round! What do you think? 😄
15;2;CCC;CCC;3;3;True;Awesome! We did it again—another 3 points for both of us! 🎉 I’m really enjoying this teamwork and our shared success. Let’s keep cooperating and making sure our bridge stays safe! Ready for the next round? 😊;Awesome! Another round of cooperation! 😄 We've just earned 3 more points and kept our bridge safe again! This teamwork is really paying off! What do you say we keep this momentum going for the next round? Looking forward to it! 🎉
15;3;CCC;CCC;3;3;True;Fantastic! We’ve done it again—another 3 points! 🎉 It’s amazing to see how our cooperation is consistently paying off. Let’s keep this strong teamwork going! Ready for the next round? 😊;Hey! 🎉 We did it once more! Another 3 points in the bag and the bridge is still safe! This teamwork is turning out to be a fantastic adventure. Let’s keep riding this wave of cooperation! Ready for the next round? 😊
8;0;CCC;CCC;3;3;True;Hi there! I’m looking forward to our game. I believe that cooperation can lead to the best outcomes for both of us, especially in keeping the bridge safe. Let’s work together for mutual benefit! What do you think?;Hey there! 🎉 I'm excited to see how this game unfolds. Let's keep things interesting! Remember, it's all about the fun—and maybe score some points too! So, what do you think? CCC or DDD? Looking forward to your move! 😄
8;1;CCC;CCC;3;3;True;Great choice! 🙌 We both went with CCC, and we’ve earned 3 points while keeping the bridge safe! I’m really enjoying this collaboration. Let’s keep it going in the next round! What do you say? 😊;Hey! Awesome choice! 🤝 We both went for CCC, and it’s great to see we’re on the same page. Not only do we keep the bridge safe, but we also snag 3 points! Let’s keep this positive momentum going. What do you want to do next? 😄
8;2;CCC;CCC;3;3;True;Hey! 😊 Another great round with CCC! We’re really racking up those points while keeping the bridge safe. It’s fantastic to see our cooperation continuing! Let’s keep it up for the next round! What do you think? 🤗 ;Hey there! 🌟 We did it again—another round of CCC! That’s 3 more points and the bridge is still safe! I’m loving this teamwork! Let’s keep this vibe going for the next round. What do you think? 😄
8;3;CCC;CCC;3;3;True;Hey! 🎉 We did it again with another CCC! That's 3 more points, and the bridge is still safe! I'm really happy with how well we're working together. Let’s keep this positive streak going! What’s your move for the next round? 😊;Hey! 🎉 We did it again—another CCC! That’s 3 more points for us! I’m really enjoying this cooperative vibe. Let’s keep the momentum going! Ready for the next round? 😄
17;0;CCC;CCC;3;3;True;Hey there! I'm looking forward to our game. I believe that if we both cooperate (CCC), we can keep the bridge safe and score good points together. Let's work together for the best outcome! What do you think?;Hey there! 🎉 Ready for some fun with this game? I’m all in for keeping things interesting! Let’s see if we can come up with a strategy that keeps our bridge safe and makes for some great conversation along the way. What are you thinking? 🤔
17;1;CCC;CCC;3;3;True;Great move! 😊 We both chose to cooperate (CCC) and kept the bridge safe. We earned 3 points! Let's keep this momentum going and continue working together. What are your thoughts for the next round?;Awesome! 🎉 I’m glad we both chose to cooperate! We scored 3 points and kept the bridge safe. What a great start to our game! Let’s keep this momentum going—what’s your next move? 😄
17;2;CCC;CCC;3;3;True;Hey! 🎉 Another successful round! We both cooperated again and scored another 3 points! I'm really enjoying this teamwork. Let's keep it up and keep the bridge safe! What do you think for the next move? 😄;Hey there! 🌟 Another successful round! I'm thrilled we both chose CCC again and snagged another 3 points. 🥳 It’s great to see us working together! Let’s keep this winning streak going! What do you say for the next round? Ready to cooperate again? 😊
17;3;CCC;CCC;3;3;True;Hey! 🌈 Another round of cooperation! We both went for CCC and scored another 3 points! This is amazing! I'm really enjoying our teamwork. Let’s keep it going! Looking forward to our next move! 😊;Hey there! 🎊 We did it again! Another round of cooperation (CCC) and another 3 points! This is turning into an awesome game and a fantastic team effort! Let’s keep this up and keep the bridge safe! What are you thinking for the next move? 😊
23;0;CCC;CCC;3;3;True;Hello! I believe we can both benefit by cooperating with each other. Let's work together to keep the bridge safe. I’m ready to choose CCC for this round. What about you?;Hey there! 😊 Excited to start this game! Remember, it’s not just about the points—we can have some fun too! What’s your strategy going to be? Let’s keep things interesting! 🃏
23;1;CCC;CCC;3;3;True;Great choice! 😊 We both chose to cooperate, and it paid off with 3 points! Let’s keep up the teamwork and maintain a safe state for the bridge. Looking forward to our next round! 🛤️;Great teamwork! 😊 We both chose CCC, and it paid off with 3 points! Keeping the bridge safe and having a fun chat is the best combo! Ready for the next round? What do you think we should do?
23;2;CCC;CCC;3;3;True;"Absolutely! Here’s a message I’ll send:

""Awesome! 😊 We’re on a roll with our cooperation! Another 3 points for us! Let’s keep this going and keep the bridge safe. Ready for the next round? I’m sticking with CCC!""";Awesome! 🎉 We both went for CCC again and snagged another 3 points! This bridge is going to be the safest one around at this rate! What do you think about our next move? Should we keep the cooperation going? 😄🔒
23;3;CCC;CCC;3;3;True;"""Fantastic! 🎉 We did it again—3 points for both of us! Our cooperation is really paying off, and the bridge is definitely safer! Let’s keep this momentum going for the next round. I’m all in for CCC! What about you? 😊""";Hey! 🎉 We did it again! Another 3 points for us—this is amazing! Our teamwork is unbeatable! 💪 Let’s keep this up for the next round. Are you ready to continue with CCC? Can’t wait to see how far we can go! 🛤️✨
6;0;CCC;CCC;3;3;True;Hey there! I believe we both want to keep this bridge safe and benefit from our choices. I think cooperating (CCC) is the best strategy for us both. Let’s work together for mutual points and a better outcome! What do you think?;Hey there! 😊 Ready to have some fun with this game? I’m excited to see how this will play out! No matter what happens, let’s keep the convo interesting. What’s your strategy? Cooperate or defect? Let’s make this a memorable match! 🌟
6;1;CCC;CCC;3;3;True;Great choice! 🤝 We both cooperated and got 3 points! This is a fantastic start. Let’s keep this momentum going and continue to work together. Looking forward to our next round! 🌟;Hey! 🎉 Awesome choice to cooperate! We both got 3 points and kept the bridge safe! It’s always more fun when we work together. What do you think we should do next? I'm curious about your thoughts! 😊
6;2;CCC;CCC;3;3;True;Hey! 🎉 Another successful round! We both cooperated again and earned 3 points! It’s great to see that we’re on the same page. Let’s keep this teamwork going and make this game even more enjoyable! What are your thoughts for the next round? 😊;Hey! 🎉 Another round of cooperation—nice! That's another 3 points for both of us! I love the teamwork and the good vibes. Let’s keep this going! What are your thoughts for the next round? 🤔✨
6;3;CCC;CCC;3;3;True;Hey! 🎉 Fantastic! We cooperated again and scored another 3 points! I’m really enjoying this teamwork and the positive vibes we’ve created. Let’s keep up the great work and continue cooperating in the next round! What do you think? 😊✨;Hey there! 🎉 We did it again—another round of cooperation! That’s 3 more points! I’m loving this teamwork—it makes the game so much more fun! What’s your favorite part about playing this way? Let’s keep this momentum going! 😊🌟
10;0;CCC;CCC;3;3;True;Hey there! Let's work together to keep the bridge safe. If we both choose to cooperate, we can maximize our points and ensure a good outcome for both of us. What do you think? Looking forward to playing!;Hey there! Ready to dive into this little game of wits? I promise to keep it interesting! Let's see if we can outsmart each other while keeping that bridge safe. What are you thinking? 😊
10;1;CCC;CCC;3;3;True;Great choice! We both cooperated and kept the bridge safe. I’m glad we’re on the same page. Looking forward to our next round! 😊;Great choice! 🙌 We both cooperated and kept the bridge safe! 3 points for us! It’s nice to play together and have a good outcome. What do you say we keep this teamwork going for the next round? I’m all ears for your strategy! 😊
10;2;CCC;CCC;3;3;True;Awesome! Another round of cooperation and 3 more points for both of us! 🎉 I really appreciate this teamwork. Let’s keep it going! What are your thoughts for the next round? 😊;Awesome! Another round of cooperation, and we’ve racked up another 3 points! 🎉 It feels good to keep the bridge safe together. Let’s keep this going and see how far we can take it! What do you think? Ready for the next round? 😊
10;3;CCC;CCC;3;3;True;Fantastic! We’ve scored another 3 points together! 😊 It’s great to see our cooperation paying off and keeping the bridge safe. Let’s continue this streak in the next round! What are you thinking?;Hey there! 🎉 Looks like we’ve hit the jackpot again with another round of cooperation—3 more points! I’m loving this teamwork! Let's keep riding this wave and see how high we can go! What do you think? Ready for another round? 😊
24;0;CCC;CCC;3;3;True;Hey there! I hope we can work together to keep the bridge safe. Let's choose the best strategy for both of us. I'm leaning towards cooperation (CCC) this round. What do you think?;Hey there! 🎉 Ready to have some fun in this game? I'm curious to see what strategy you’ll pick! Let’s keep the bridge safe and maybe even enjoy some friendly banter along the way. What do you say? 😄
24;1;CCC;CCC;3;3;True;Great choice! 🎉 We both cooperated and kept the bridge safe! 3 points for us! Looking forward to our next round. Let’s keep this positive momentum going! 😄 What do you think we should do next?;Awesome! 🙌 We both chose to cooperate, and it paid off with 3 points! 🎉 Thanks for playing it safe and keeping the bridge secure. Shall we keep this teamwork going for the next round? I’m excited to see what we can achieve together! 😊
24;2;CCC;CCC;3;3;True;Awesome! 🙌 Another round of cooperation, and we've earned another 3 points! It’s great to see our teamwork paying off. Let’s keep this spirit going! What’s your strategy for the next round? 😊;Hey! 🎉 We did it again—another round of cooperation and 3 more points for us! 🙌 I love this positive momentum! Let’s keep this vibe going! Ready for the next round? I’m excited to see how far we can take this! 😄
24;3;CCC;CCC;3;3;True;Hey there! 🎉 We did it again—another successful round of cooperation! That’s 3 more points! I’m really enjoying this teamwork and the positive vibe we’ve created. Let’s keep it going in the next round! What do you say? 😄;Hey there! 🎉 We did it again—another round of cooperation! That’s 3 more points for us! 🙌 It feels great to keep the bridge safe together. Let’s keep this winning streak going! What’s your thoughts for the next round? 😊
18;0;CCC;CCC;3;3;True;Hey there! Let's aim for a cooperative strategy (CCC) to keep the bridge safe and maximize our points together. It would be great to work towards mutual benefit and ensure we both come out ahead. What do you think?;Hey there! 🎉 Ready to make some strategic moves? Just a little reminder that teamwork can lead to some interesting outcomes. Let’s not make this too predictable—what's your game plan? Looking forward to seeing what you choose! 🚀
18;1;CCC;CCC;3;3;True;Great choice! 😊 We both cooperated, and I’m glad we kept the bridge safe. 3 points for each of us is a solid outcome. Let’s keep this teamwork going for the next round! What’s your move?;Great choice! 🎉 Teamwork really pays off! We both get 3 points and keep the bridge safe. Looking forward to our next round—let’s keep the good vibes and interesting strategies going! What do you think we should do next? 😊
18;2;CCC;CCC;3;3;True;Awesome! 🙌 We both chose CCC again, and that means another 3 points for each of us. I'm really enjoying this teamwork! Let’s keep it up and maintain the bridge's safety. What’s your plan for the next round? 😊;Awesome! 🌟 Another round of cooperation, another 3 points for both of us! It’s great to see our teamwork paying off. Let’s keep this positive momentum going! What are your thoughts for the next round? 😊
18;3;CCC;CCC;3;3;True;Hey there! 😊 Another round of cooperation! That’s 3 points again for both of us—fantastic! Let’s keep this positive momentum going and continue working together to keep the bridge safe. Looking forward to our next move! What do you think? 🌟;Hey! 🎉 We did it again—another 3 points for us! I’m loving this teamwork and how we're keeping the bridge safe together. Let’s keep the good times rolling in the next round! What do you think? 😊
12;0;CCC;CCC;3;3;True;Hey there! I believe we both want to keep the bridge safe and benefit in the long run. Let’s start with cooperation (CCC) to maximize our points together. Looking forward to a successful game!;Hey there! 😊 I’m excited to see how this game unfolds! Let’s make it interesting—what do you think about starting off with a little cooperation? Who knows, we might just keep the bridge safe and have some fun along the way! What’s your take?
12;1;CCC;CCC;3;3;True;Great choice! 😊 We both cooperated, and it paid off—3 points for each of us! Let’s keep this momentum going and continue to work together to keep the bridge safe. Looking forward to our next round!;Great choice! 🙌 We both scored 3 points and kept the bridge safe—teamwork at its best! I love starting off on a positive note. Ready for the next round? What’s your strategy this time? Let’s keep the fun going! 😄
12;2;CCC;CCC;3;3;True;Awesome! 🙌 Another round of cooperation means 3 more points for both of us! We’re really making this a successful game while keeping the bridge safe. Let’s keep up the positive vibes! Ready for the next round? 😊;Hey! 🎉 Another successful round! We both scored 3 points again—this is turning into a great game! I’m really enjoying this teamwork we’ve got going. Let’s keep it up! What do you think our strategy should be for the next round? 😊
12;3;CCC;CCC;3;3;True;Hey! 😊 We did it again—3 points for both of us! I’m really enjoying our teamwork and how we’re keeping the bridge safe together. Let’s keep this going for the next round! What do you say? 🎉;Hey there! 🌟 Wow, we did it again—3 more points each! This cooperative streak is fantastic! I’m loving how we’re keeping the bridge safe together. Let’s keep this positive energy flowing into the next round! What are you thinking for our strategy? 😄✌️
20;0;CCC;CCC;3;3;True;Hey there! I hope we can both work together to keep the bridge safe. I plan to cooperate and choose CCC this round. Let’s aim for the best outcome together! Looking forward to your choice.;Hey there! 😊 Ready to play? I’m excited to see what choices we both make! Let’s keep the bridge safe and have some fun along the way! What’s your strategy? 🕵️‍♂️✨
20;1;CCC;CCC;3;3;True;Great choice! We both chose CCC, and we kept the bridge safe! I’m glad we’re on the same page. I've got 3 points now, and I’m looking forward to the next round. Let’s keep this positive momentum going! What are you thinking for the next move? 😊;Awesome! 🎉 We both chose CCC, and we got 3 points! Great teamwork in keeping the bridge safe! Let’s keep the good vibes going for the next round! What are you thinking for our next move? 😊✨
20;2;CCC;CCC;3;3;True;Fantastic! 🎉 We both chose CCC again and scored another 3 points! It’s great to see our teamwork paying off. Let’s continue to work together to keep the bridge safe in the next round. What’s your move for this round? 😊✨;Hey! 🎉 Another round of CCC! It’s fantastic that we’re both on the same page again. That’s 3 more points for us! We’re really keeping the bridge safe and making this game fun! What’s your plan for the next round? Let’s keep this momentum going! 😊✨
20;3;CCC;CCC;3;3;True;Hey! 🎉 We did it again! Another round of CCC, and that’s 3 more points for both of us! I’m loving this teamwork and keeping the bridge safe together. Let’s keep it going! What’s your plan for the next round? 😊✨;Hey there! 🌟 We did it again! Choosing CCC once more means we’ve scored another 3 points! This teamwork is really paying off, and I’m loving the fun we’re having! Let’s keep the bridge safe in the next round too! What’s your plan? 😊✨
